,media_type,connection_type,id,name,original_price,current_price,url,source,vendor_sku,manufacturer,gb_per_eur,discount,size_tb,eur_per_tb
212,ssd,m2,verk:737350,Seagate FireCuda 530 Heatsink SSD 2 Tt M.2 SSD-levy,230.99,230.99,https://verk.com/737350,verkkokauppa,ZP2000GM3A023,Seagate,8.866,0.0,2.0,115.495
2175,ssd,m2,proshop:3126612,Intel Solidigm P44 Pro Series - SSD - 1 TB - PCIe 4.0 x4 (NVMe),115.59,115.59,https://proshop.fi/SSD/Intel-Solidigm-P44-Pro-Series-SSD-1-TB-PCIe-40-x4-NVMe/3126612,proshop,,Intel,8.859,0.0,1.0,115.59
461,ssd,sata,jimms:128365,"Transcend 256GB SSD230S, 2.5"" SSD -levy, SATA III, 560/520 MB/s",28.9,28.9,https://www.jimms.fi/fi/Product/Show/128365/ts256gssd230s/transcend-256gb-ssd230s-2-5-ssd-levy-sata-iii-560-520-mb-s,jimms,TS256GSSD230S,Transcend,8.858,0.0,0.25,115.6
852,hdd,sata,proshop:2529471,Fujitsu kiintolevy Kovalevy - 1 TB - 7200 rpm - SATA-600 - cache,115.6,115.6,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-Kovalevy-1-TB-7200-rpm-SATA-600-cache/2529471,proshop,,Fujitsu,8.858,0.0,1.0,115.6
538,ssd,m2,jimms:169406,"Transcend 256GB M.2 SSD 430S, M.2 SSD-levy, SATA III, 530/400 MB/s",28.9,28.9,https://www.jimms.fi/fi/Product/Show/169406/ts256gmts430s/transcend-256gb-m-2-ssd-430s-m-2-ssd-levy-sata-iii-530-400-mb-s,jimms,TS256GMTS430S,Transcend,8.858,0.0,0.25,115.6
2044,ssd,m2,proshop:2676191,Intel 660p SSD M.2 NVMe - 512GB,57.8,57.8,https://proshop.fi/SSD/Intel-660p-SSD-M2-NVMe-512GB/2676191,proshop,,Intel,8.858,0.0,0.5,115.6
437,ssd,sata,jimms:192946,"Kingston 1.92TB DC600M (Mixed-Use) 2.5"" SATA Enterprise SSD, SATA III, 560/530 MB/s",222.0,222.0,https://www.jimms.fi/fi/Product/Show/192946/sedc600m-1920g/kingston-1-92tb-dc600m-mixed-use-2-5-sata-enterprise-ssd-sata-iii-560-530-mb-s,jimms,SEDC600M/1920G,Kingston,8.856,0.0,1.92,115.625
2196,ssd,usb,proshop:3072737,Intenso Ammattilainen - SSD - 1 TB - USB 3.1 Gen 2,115.67,115.67,https://proshop.fi/SSD/Intenso-Ammattilainen-SSD-1-TB-USB-31-Gen-2/3072737,proshop,,Intenso,8.853,0.0,1.0,115.67
2344,ssd,pcie,proshop:2979786,Samsung PM1733,1778.26,1778.26,https://proshop.fi/SSD/Samsung-PM1733/2979786,proshop,,Samsung,8.845,0.0,15.36,115.772
671,ssd,m2,jimms:187624,"KIOXIA 1024GB BG5 Series SSD-levy, M.2 2230, NVMe, PCIe Gen4 x4, 3500/2900 MB/s",115.9,115.9,https://www.jimms.fi/fi/Product/Show/187624/kbg50zns1t02/kioxia-1024gb-bg5-series-ssd-levy-m-2-2230-nvme-pcie-gen4-x4-3500-2900-mb-s,jimms,KBG50ZNS1T02,Kioxia,8.835,0.0,1.0,115.9
117,ssd,sata,verk:591550,"Kingston KC600 512 Gt SATA III 2,5"" SSD-levy",57.99,57.99,https://verk.com/591550,verkkokauppa,SKC600/512G,Kingston,8.829,0.0,0.5,115.98
643,ssd,m2,jimms:192188,"Gigabyte (Outlet) 1TB AORUS NVMe Gen4 SSD-levy, M.2 2280, PCIe 4.0 x4, NVMe, 5000/4400 MB/s",116.0,116.0,https://www.jimms.fi/fi/Product/Show/192188/gp-asm2ne6100tttd-bst2/gigabyte-outlet-1tb-aorus-nvme-gen4-ssd-levy-m-2-2280-pcie-4-0-x4-nvme-5000-4400-mb-s,jimms,GP-ASM2NE6100TTTD-BST2,Gigabyte,8.828,0.0,1.0,116.0
2487,ssd,sata,proshop:3130625,Seagate FireCuda ZA1000GM1A011 - Beskar Ingot Drive Special Edition - SSD - 1 TB - SATA 6Gb/s,116.21,116.21,https://proshop.fi/SSD/Seagate-FireCuda-ZA1000GM1A011-Beskar-Ingot-Drive-Special-Edition-SSD-1-TB-SATA-6Gbs/3130625,proshop,,Seagate,8.812,0.0,1.0,116.21
194,ssd,m2,verk:826163,WD Black SN850X 4 Tt M.2 NVMe SSD-kovalevy,464.99,464.99,https://verk.com/826163,verkkokauppa,WDS400T2X0E,Western Digital,8.809,0.0,4.0,116.248
2629,ssd,usb,proshop:3131846,Transcend ESD260C,56.8,56.8,https://proshop.fi/SSD/Transcend-ESD260C/3131846,proshop,,Transcend,8.803,0.0,0.49,115.918
2265,ssd,unknown,proshop:2805136,Kingston SSDNow KC600 Kit SSD - 2TB,233.03,233.03,https://proshop.fi/SSD/Kingston-SSDNow-KC600-Kit-SSD-2TB/2805136,proshop,,Kingston,8.789,0.0,2.0,116.515
1970,ssd,m2,proshop:3128638,Crucial Micron 5400 PRO,154.0,109.23,https://proshop.fi/SSD/Crucial-Micron-5400-PRO/3128638,proshop,,Crucial,8.789,44.77,0.94,116.202
2576,ssd,m2,proshop:3126571,Seagate Pelin ajo PS5:lle ZP2000GP3A4001 - SSD - 2 TB - PCIe 4.0 x4,233.05,233.05,https://proshop.fi/SSD/Seagate-Pelin-ajo-PS5lle-ZP2000GP3A4001-SSD-2-TB-PCIe-40-x4/3126571,proshop,,Seagate,8.788,0.0,2.0,116.525
549,ssd,m2,jimms:179725,"Western Digital 500GB WD Red SN700 NVMe SSD -levy, M.2 2280, PCIe 3.0 x4, 3430/2600 MB/s",56.9,56.9,https://www.jimms.fi/fi/Product/Show/179725/wds500g1r0c/western-digital-500gb-wd-red-sn700-nvme-ssd-levy-m-2-2280-pcie-3-0-x4-3430-2600-mb-s,jimms,WDS500G1R0C,Western Digital,8.787,0.0,0.49,116.122
445,ssd,sata,jimms:149983,"Kingston 1.92TB Data Centre DC500M Enterprise, 2.5"" SSD-levy, SATA III, 555/520 MB/s",224.0,224.0,https://www.jimms.fi/fi/Product/Show/149983/sedc500m-1920g/kingston-1-92tb-data-centre-dc500m-enterprise-2-5-ssd-levy-sata-iii-555-520-mb-s,jimms,SEDC500M/1920G,Kingston,8.777,0.0,1.92,116.667
1561,hdd,sas,proshop:2629098,"Seagate Yrityksen suorituskyvyn 10K HDD Kovalevy - 2.4 TB - 2.5"" - 10000 rpm - SAS3 - 256 MB cache",280.33,280.33,https://proshop.fi/Kovalevy/Seagate-Yrityksen-suorituskyvyn-10K-HDD-Kovalevy-24-TB-25-10000-rpm-SAS3-256-MB-cache/2629098,proshop,,Seagate,8.767,0.0,2.4,116.804
3227,ssd,m2,dustinhome:5011222799,Samsung 980,57.04,57.04,https://www.dustinhome.fi/product/5011222799,dustinhome,MZ-V8V500BW,Samsung,8.766,0.0,0.49,116.408
554,ssd,m2,jimms:174029,"Corsair 4TB MP600 PRO, M.2 2280 SSD-levy, NVMe, PCIe 4.0 x4, 7000/6850 MB/s",467.9,467.9,https://www.jimms.fi/fi/Product/Show/174029/cssd-f4000gbmp600pro/corsair-4tb-mp600-pro-m-2-2280-ssd-levy-nvme-pcie-4-0-x4-7000-6850-mb-s,jimms,CSSD-F4000GBMP600PRO,Corsair,8.754,0.0,4.0,116.975
2767,ssd,m2,proshop:3049246,WD Musta SN770 M.2 PCIe 4.0 NVMe SSD - 500GB,57.13,57.13,https://proshop.fi/SSD/WD-Musta-SN770-M2-PCIe-40-NVMe-SSD-500GB/3049246,proshop,,Western Digital,8.752,0.0,0.49,116.592
1828,ssd,usb,proshop:2776325,A-Data ADATA SD600Q,54.92,54.92,https://proshop.fi/SSD/A-Data-ADATA-SD600Q/2776325,proshop,,A-Data,8.74,0.0,0.47,116.851
1825,ssd,usb,proshop:2776055,A-Data ADATA SD600Q,54.92,54.92,https://proshop.fi/SSD/A-Data-ADATA-SD600Q/2776055,proshop,,A-Data,8.74,0.0,0.47,116.851
1012,hdd,sas,proshop:2612720,"HGST KP4 - kiintolevy - 4 TB - SAS 12 Gb/s Kovalevy - 4 TB - 3.5"" - SAS3 - cache",468.9,468.9,https://proshop.fi/Kovalevy/HGST-KP4-kiintolevy-4-TB-SAS-12-Gbs-Kovalevy-4-TB-35-SAS3-cache/2612720,proshop,,HGST,8.735,0.0,4.0,117.225
2148,ssd,pcie,proshop:2654301,Intel Solid-State Drive DC P4510 Sarja - solid state drive - 8 TB - PCI Express 3.1 x4 (NVMe),937.89,937.89,https://proshop.fi/SSD/Intel-Solid-State-Drive-DC-P4510-Sarja-solid-state-drive-8-TB-PCI-Express-31-x4-NVMe/2654301,proshop,,Intel,8.734,0.0,8.0,117.236
759,hdd,sata,proshop:2971450,Fujitsu - kiintolevy- 2 TB- SATA 6 Gb/s Kovalevy - 2 TB - 7200 rpm - SATA-600 - cache,234.58,234.58,https://proshop.fi/Kovalevy/Fujitsu-kiintolevy-2-TB-SATA-6-Gbs-Kovalevy-2-TB-7200-rpm-SATA-600-cache/2971450,proshop,,Fujitsu,8.73,0.0,2.0,117.29
1144,hdd,sata,proshop:2676064,"Lenovo - kiintolevy- 1 teratavu- SATA 6 Gb/s Kovalevy - 1 TB - 2.5"" - 7200 rpm - SATA-600 - cache",117.41,117.41,https://proshop.fi/Kovalevy/Lenovo-kiintolevy-1-teratavu-SATA-6-Gbs-Kovalevy-1-TB-25-7200-rpm-SATA-600-cache/2676064,proshop,,Lenovo,8.722,0.0,1.0,117.41
1953,ssd,m2,proshop:3156007,Crucial Micron 3400,117.49,117.49,https://proshop.fi/SSD/Crucial-Micron-3400/3156007,proshop,,Crucial,8.716,0.0,1.0,117.49
2347,ssd,pcie,proshop:2873390,Samsung PM1733,902.45,902.45,https://proshop.fi/SSD/Samsung-PM1733/2873390,proshop,,Samsung,8.714,0.0,7.68,117.507
2179,ssd,sata,proshop:2678257,"Intel SSD D3-S4510 2,5"" - 960GB",110.39,110.39,https://proshop.fi/SSD/Intel-SSD-D3-S4510-25-960GB/2678257,proshop,,Intel,8.696,0.0,0.94,117.436
3116,ssd,m2,dustinhome:5011302309,WD Black SN850X,230.02,230.02,https://www.dustinhome.fi/product/5011302309,dustinhome,WDS200T2X0E,Western Digital,8.695,0.0,1.95,117.959
3118,ssd,m2,dustinhome:5011294451,WD Red SN700 WDS200T1R0C,230.02,230.02,https://www.dustinhome.fi/product/5011294451,dustinhome,WDS200T1R0C,Western Digital,8.695,0.0,1.95,117.959
3088,ssd,m2,dustinhome:5011302311,WD Black SN850X,460.04,460.04,https://www.dustinhome.fi/product/5011302311,dustinhome,WDS400T2X0E,Western Digital,8.695,0.0,3.91,117.657
2200,ssd,usb,proshop:2628899,Intenso Kannettava SSD Premium Edition - 256GB,29.5,29.5,https://proshop.fi/SSD/Intenso-Kannettava-SSD-Premium-Edition-256GB/2628899,proshop,,Intenso,8.678,0.0,0.25,118.0
413,ssd,sata,jimms:186518,"Micron 3.84TB 5400 PRO, 2.5"" SSD-levy, SATA III, 540/520 MB/s",453.9,453.9,https://www.jimms.fi/fi/Product/Show/186518/mtfddak3t8tga-1bc1zabyyr/micron-3-84tb-5400-pro-2-5-ssd-levy-sata-iii-540-520-mb-s,jimms,MTFDDAK3T8TGA-1BC1ZABYYR,Micron,8.663,0.0,3.84,118.203
2116,ssd,u2,proshop:2972403,Intel Solid-State Drive D7 P5510 Sarja - solid state drive - 3.84 TB - U.2 PCIe 4.0 x4 (NVMe),816.0,453.97,https://proshop.fi/SSD/Intel-Solid-State-Drive-D7-P5510-Sarja-solid-state-drive-384-TB-U2-PCIe-40-x4-NVMe/2972403,proshop,,Intel,8.662,362.03,3.84,118.221
1961,ssd,m2,proshop:3122438,Crucial Micron 5300 PRO,227.19,227.19,https://proshop.fi/SSD/Crucial-Micron-5300-PRO/3122438,proshop,,Crucial,8.654,0.0,1.92,118.328
1360,hdd,sata,proshop:2582534,"Seagate Enterprise Kapasiteetti 3.5 Helium V6 SATA 4K SED ST10000NM0166 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",1185.27,1185.27,https://proshop.fi/Kovalevy/Seagate-Enterprise-Kapasiteetti-35-Helium-V6-SATA-4K-SED-ST10000NM0166-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2582534,proshop,ST10000NM0166,Seagate,8.639,0.0,10.0,118.527
539,ssd,m2,jimms:190771,"Solidigm 1TB P44 Pro SSD-levy, PCIe 4.0 x4, NVMe, M.2 2280, 7000/6500 MB/s",118.9,118.9,https://www.jimms.fi/fi/Product/Show/190771/ssdpfkkw010x7x1/solidigm-1tb-p44-pro-ssd-levy-pcie-4-0-x4-nvme-m-2-2280-7000-6500-mb-s,jimms,SSDPFKKW010X7X1,Solidigm,8.612,0.0,1.0,118.9
2491,ssd,usb,proshop:2971910,Seagate Kannettava SSD v2 STKS1000400,118.94,118.94,https://proshop.fi/SSD/Seagate-Kannettava-SSD-v2-STKS1000400/2971910,proshop,,Seagate,8.609,0.0,1.0,118.94
134,ssd,sata,verk:591562,"Kingston KC600 2 Tt SATA III 2,5"" SSD-levy + päivityspakkaus",237.99,237.99,https://verk.com/591562,verkkokauppa,SKC600B/2048G,Kingston,8.605,0.0,2.0,118.995
3259,ssd,sata,dustinhome:5011227843,Kingston KC600,29.76,29.76,https://www.dustinhome.fi/product/5011227843,dustinhome,SKC600MS/256G,Kingston,8.602,0.0,0.25,119.04
2625,ssd,m2,proshop:2725967,Transcend ESD240C,55.84,55.84,https://proshop.fi/SSD/Transcend-ESD240C/2725967,proshop,,Transcend,8.596,0.0,0.47,118.809
189,ssd,m2,verk:842677,WD Green 240 Gt M.2 2280 SATA -SSD-kovalevy,27.99,27.99,https://verk.com/842677,verkkokauppa,WDS240G3G0B,Western Digital,8.574,0.0,0.23,121.696
124,ssd,sata,verk:842665,"WD Green 240 Gt SATA III SSD 2,5"" -SSD-kovalevy",27.99,27.99,https://verk.com/842665,verkkokauppa,WDS240G3G0A,Western Digital,8.574,0.0,0.23,121.696
2356,ssd,sata,proshop:2681873,Samsung PM883,56.02,56.02,https://proshop.fi/SSD/Samsung-PM883/2681873,proshop,,Samsung,8.568,0.0,0.47,119.191
2739,ssd,usb,proshop:2986303,WD _BLACK D30 for Xbox,239.12,239.12,https://proshop.fi/SSD/WD-_BLACK-D30-for-Xbox/2986303,proshop,,Western Digital,8.565,0.0,2.0,119.56
2110,ssd,unknown,proshop:2800330,Intel Solid-State Drive D5-P4326 Sarja - solid state drive - 15.36 TB - PCI Express 3.1 x4 (NVMe),1838.14,1838.14,https://proshop.fi/SSD/Intel-Solid-State-Drive-D5-P4326-Sarja-solid-state-drive-1536-TB-PCI-Express-31-x4-NVMe/2800330,proshop,,Intel,8.557,0.0,15.36,119.671
2109,ssd,u2,proshop:2798246,Intel Solid-State Drive D5-P4326 Sarja - solid state drive - 15.36 TB - PCI Express 3.1 x4 (NVMe),1838.14,1838.14,https://proshop.fi/SSD/Intel-Solid-State-Drive-D5-P4326-Sarja-solid-state-drive-1536-TB-PCI-Express-31-x4-NVMe/2798246,proshop,,Intel,8.557,0.0,15.36,119.671
2285,ssd,usb,proshop:2991505,Kingston XS2000 kannettava SSD - 500GB,58.46,58.46,https://proshop.fi/SSD/Kingston-XS2000-kannettava-SSD-500GB/2991505,proshop,,Kingston,8.553,0.0,0.49,119.306
3171,ssd,m2,dustinhome:5011146128,Kingston A2000,117.18,117.18,https://www.dustinhome.fi/product/5011146128,dustinhome,SA2000M8/1000G,Kingston,8.534,0.0,0.98,119.571
222,ssd,m2,verk:718295,WD Black SN750 SE 1 Tt M.2 NVMe SSD-kovalevy,119.99,119.99,https://verk.com/718295,verkkokauppa,WDS100T1B0E,Western Digital,8.534,0.0,1.0,119.99
157,ssd,m2,verk:786511,Samsung 980 PRO SSD 1 Tt M.2 -SSD-kovalevy jäähdytyselementillä,119.99,119.99,https://verk.com/786511,verkkokauppa,MZ-V8P1T0CW,Samsung,8.534,0.0,1.0,119.99
454,ssd,sata,jimms:155124,"Kingston 256GB KC600, 2.5"" SSD-levy, SATA III, 3D TLC, 550/500 MB/s, Stand-alone",30.0,30.0,https://www.jimms.fi/fi/Product/Show/155124/skc600-256g/kingston-256gb-kc600-2-5-ssd-levy-sata-iii-3d-tlc-550-500-mb-s-stand-alone,jimms,SKC600/256G,Kingston,8.533,0.0,0.25,120.0
3219,ssd,sata,dustinhome:5011227847,Kingston KC600,60.14,60.14,https://www.dustinhome.fi/product/5011227847,dustinhome,SKC600MS/512G,Kingston,8.513,0.0,0.5,120.28
3061,hdd,sata,dustinhome:5011337312,WD Blue WD5000LPZX,60.14,60.14,https://www.dustinhome.fi/product/5011337312,dustinhome,WD5000LPZX,Western Digital,8.513,0.0,0.5,120.28
3217,ssd,m2,dustinhome:5011261755,Kingston KC3000,60.14,60.14,https://www.dustinhome.fi/product/5011261755,dustinhome,SKC3000S/512G,Kingston,8.513,0.0,0.5,120.28
3087,ssd,m2,dustinhome:5011255064,Corsair MP600 PRO XT,469.96,469.96,https://www.dustinhome.fi/product/5011255064,dustinhome,CSSD-F4000GBMP600PXT,Corsair,8.511,0.0,3.91,120.194
1960,ssd,sata,proshop:2817259,Crucial Micron 5300 PRO,231.32,231.32,https://proshop.fi/SSD/Crucial-Micron-5300-PRO/2817259,proshop,,Crucial,8.499,0.0,1.92,120.479
1958,ssd,sata,proshop:3101750,Crucial Micron 5300 PRO,231.32,231.32,https://proshop.fi/SSD/Crucial-Micron-5300-PRO/3101750,proshop,,Crucial,8.499,0.0,1.92,120.479
137,ssd,sata,verk:591613,"Kingston DC500R 960 Gt SATA III 2,5"" SSD-levy",112.99,112.99,https://verk.com/591613,verkkokauppa,SEDC500R/960G,Kingston,8.496,0.0,0.94,120.202
2346,ssd,unknown,proshop:3076161,Samsung PM1733,1852.49,1852.49,https://proshop.fi/SSD/Samsung-PM1733/3076161,proshop,,Samsung,8.491,0.0,15.36,120.605
1968,ssd,sata,proshop:3112564,Crucial Micron 5400 PRO,231.61,231.61,https://proshop.fi/SSD/Crucial-Micron-5400-PRO/3112564,proshop,,Crucial,8.489,0.0,1.92,120.63
2280,ssd,sata,proshop:2739337,Kingston Tietokeskus DC500R SSD - 960GB,113.12,113.12,https://proshop.fi/SSD/Kingston-Tietokeskus-DC500R-SSD-960GB/2739337,proshop,,Kingston,8.487,0.0,0.94,120.34
2483,ssd,m2,proshop:2976634,Seagate FireCuda 530 PCIe 4.0 - 4TB,482.95,482.95,https://proshop.fi/SSD/Seagate-FireCuda-530-PCIe-40-4TB/2976634,proshop,,Seagate,8.481,0.0,4.0,120.738
1055,hdd,sata,proshop:2612727,"HGST Ultrastar He10 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",1207.48,1207.48,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2612727,proshop,,HGST,8.48,0.0,10.0,120.748
1054,hdd,sata,proshop:2612796,"HGST Ultrastar He10 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",1207.48,1207.48,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2612796,proshop,,HGST,8.48,0.0,10.0,120.748
1052,hdd,sata,proshop:2612715,"HGST Ultrastar He10 Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",1207.48,1207.48,https://proshop.fi/Kovalevy/HGST-Ultrastar-He10-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2612715,proshop,,HGST,8.48,0.0,10.0,120.748
1911,ssd,m2,proshop:2835865,Corsair Force MP510B M.2 SSD - 480GB,56.63,56.63,https://proshop.fi/SSD/Corsair-Force-MP510B-M2-SSD-480GB/2835865,proshop,,Corsair,8.476,0.0,0.47,120.489
2250,ssd,sata,proshop:2937689,Kingston KC600,30.23,30.23,https://proshop.fi/SSD/Kingston-KC600/2937689,proshop,,Kingston,8.468,0.0,0.25,120.92
2440,ssd,sata,proshop:3132302,SanDisk Ultra 3D,120.99,120.99,https://proshop.fi/SSD/SanDisk-Ultra-3D/3132302,proshop,,Sandisk,8.464,0.0,1.0,120.99
1925,ssd,m2,proshop:3029373,Corsair Force MP600 R2 NVMe Gen4 M.2 - 500GB,59.08,59.08,https://proshop.fi/SSD/Corsair-Force-MP600-R2-NVMe-Gen4-M2-500GB/3029373,proshop,,Corsair,8.463,0.0,0.49,120.571
1081,hdd,sata,proshop:2633818,"HGST Ultrastar HE12 Kovalevy - 12 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",1456.06,1456.06,https://proshop.fi/Kovalevy/HGST-Ultrastar-HE12-Kovalevy-12-TB-35-7200-rpm-SATA-600-256-MB-cache/2633818,proshop,,HGST,8.439,0.0,12.0,121.338
1933,ssd,m2,proshop:3144679,Corsair MP600 PRO LPX NVMe Gen4 M.2 White - 4TB,485.69,485.69,https://proshop.fi/SSD/Corsair-MP600-PRO-LPX-NVMe-Gen4-M2-White-4TB/3144679,proshop,,Corsair,8.433,0.0,4.0,121.422
3059,hdd,sata,dustinhome:5011078270,Seagate BarraCuda Pro,60.76,60.76,https://www.dustinhome.fi/product/5011078270,dustinhome,ST500LM034,Seagate,8.427,0.0,0.5,121.52
1833,ssd,usb,proshop:2842193,A-Data ADATA SE760,60.9,60.9,https://proshop.fi/SSD/A-Data-ADATA-SE760/2842193,proshop,,A-Data,8.407,0.0,0.5,121.8
3169,ssd,m2,dustinhome:5011307459,Seagate FireCuda 530,150.04,119.0,https://www.dustinhome.fi/product/5011307459,dustinhome,ZP1000GM3A023,Seagate,8.403,31.04,0.98,121.429
3168,ssd,m2,dustinhome:5011261579,Samsung 980 PRO Heatsink,119.04,119.04,https://www.dustinhome.fi/product/5011261579,dustinhome,MZ-V8P1T0CW,Samsung,8.401,0.0,0.98,121.469
589,ssd,m2,jimms:174909,"Corsair 4TB MP600 PRO XT Gen4 PCIe X4 NVMe M.2 SSD-levy, M.2 2280, 3D TLC, 7100/6800 MB/s",488.9,488.9,https://www.jimms.fi/fi/Product/Show/174909/cssd-f4000gbmp600pxt/corsair-4tb-mp600-pro-xt-gen4-pcie-x4-nvme-m-2-ssd-levy-m-2-2280-3d-tlc-7100-6800-mb-s,jimms,CSSD-F4000GBMP600PXT,Corsair,8.378,0.0,4.0,122.225
2575,ssd,m2,proshop:3126570,Seagate Pelin ajo PS5:lle ZP1000GP3A4001 - SSD - 1 TB - PCIe 4.0 x4,122.44,122.44,https://proshop.fi/SSD/Seagate-Pelin-ajo-PS5lle-ZP1000GP3A4001-SSD-1-TB-PCIe-40-x4/3126570,proshop,,Seagate,8.363,0.0,1.0,122.44
3167,ssd,m2,dustinhome:5011302308,WD Black SN850X,119.66,119.66,https://www.dustinhome.fi/product/5011302308,dustinhome,WDS100T2X0E,Western Digital,8.357,0.0,0.98,122.102
2802,ssd,m2,proshop:2808376,WD Punainen SA500 M.2 2280 NAS SATA SSD - 500GB,59.85,59.85,https://proshop.fi/SSD/WD-Punainen-SA500-M2-2280-NAS-SATA-SSD-500GB/2808376,proshop,,Western Digital,8.354,0.0,0.49,122.143
1363,hdd,sas,proshop:2574064,"Seagate Enterprise Kapasiteetti 3.5 V5 SAS 512 SED ST4000NM0255 Kovalevy - 4 TB - 3.5"" - 7200 rpm - SAS3 - 128 MB cache",490.34,490.34,https://proshop.fi/Kovalevy/Seagate-Enterprise-Kapasiteetti-35-V5-SAS-512-SED-ST4000NM0255-Kovalevy-4-TB-35-7200-rpm-SAS3-128-MB-cache/2574064,proshop,ST4000NM0255,Seagate,8.353,0.0,4.0,122.585
2725,ssd,sata,proshop:2583297,"Transcend SSD230S 2,5 tuuman SSD - 256GB",30.65,30.65,https://proshop.fi/SSD/Transcend-SSD230S-25-tuuman-SSD-256GB/2583297,proshop,,Transcend,8.352,0.0,0.25,122.6
338,hdd,sata,jimms:115677,"Western Digital 500GB WD Blue, 3.5"", SATA III, 7200rpm, 32MB",59.9,59.9,https://www.jimms.fi/fi/Product/Show/115677/wd5000azlx/western-digital-500gb-wd-blue-3-5-sata-iii-7200rpm-32mb,jimms,WD5000AZLX,Western Digital,8.347,0.0,0.49,122.245
653,ssd,m2,jimms:178886,"Corsair 500GB Force Series MP600 Gen4 PCIe SSD-levy, NVMe, M.2 2280, 3D TLC, 4700/2500 MB/s",59.9,59.9,https://www.jimms.fi/fi/Product/Show/178886/cssd-f500gbmp600r2/corsair-500gb-force-series-mp600-gen4-pcie-ssd-levy-nvme-m-2-2280-3d-tlc-4700-2500-mb-s,jimms,CSSD-F500GBMP600R2,Corsair,8.347,0.0,0.49,122.245
248,ssd,m2,verk:846247,Seagate FireCuda 520 500 Gt PCIe NVMe Gen 4 M.2 SSD-levy,59.99,59.99,https://verk.com/846247,verkkokauppa,ZP500GV3A012,Seagate,8.335,0.0,0.49,122.429
188,ssd,m2,verk:737356,Seagate FireCuda 530 SSD 1 Tt M.2 SSD-levy,122.99,122.99,https://verk.com/737356,verkkokauppa,ZP1000GM3A013,Seagate,8.326,0.0,1.0,122.99
3224,ssd,m2,dustinhome:5011294455,WD Red SN700 WDS500G1R0C,60.14,60.14,https://www.dustinhome.fi/product/5011294455,dustinhome,WDS500G1R0C,Western Digital,8.314,0.0,0.49,122.735
638,ssd,m2,jimms:179717,"Western Digital 240GB WD Green SN350 NVMe SSD -levy, M.2 2280, PCIe 3.0 x4, 2400/900 MB/s",28.9,28.9,https://www.jimms.fi/fi/Product/Show/179717/wds240g2g0c/western-digital-240gb-wd-green-sn350-nvme-ssd-levy-m-2-2280-pcie-3-0-x4-2400-900-mb-s,jimms,WDS240G2G0C,Western Digital,8.304,0.0,0.23,125.652
457,ssd,sata,jimms:155135,"Kingston 2048GB KC600, 2.5"" SSD-levy, SATA III, 3D TLC, 550/520 MB/s, Desktop/Notebook upgrade kit",247.0,247.0,https://www.jimms.fi/fi/Product/Show/155135/skc600b-2048g/kingston-2048gb-kc600-2-5-ssd-levy-sata-iii-3d-tlc-550-520-mb-s-desktop-notebook-upgrade-kit,jimms,SKC600B/2048G,Kingston,8.291,0.0,2.0,123.5
2406,ssd,usb,proshop:2826815,Samsung Portable SSD T7 Touch - Musta - 2TB,247.15,247.15,https://proshop.fi/SSD/Samsung-Portable-SSD-T7-Touch-Musta-2TB/2826815,proshop,,Samsung,8.286,0.0,2.0,123.575
537,ssd,m2,jimms:158076,"Gigabyte 256GB GIGABYTE NVMe SSD -levy, M.2 2280, PCIe 3.0 x4, 1700/1100 MB/s",30.9,30.9,https://www.jimms.fi/fi/Product/Show/158076/gp-gsm2ne3256gntd/gigabyte-256gb-gigabyte-nvme-ssd-levy-m-2-2280-pcie-3-0-x4-1700-1100-mb-s,jimms,GP-GSM2NE3256GNTD,Gigabyte,8.285,0.0,0.25,123.6
2813,ssd,m2,proshop:3076199,"WD Sininen SA510 SSD 2.5"" - 250GB",30.18,30.18,https://proshop.fi/SSD/WD-Sininen-SA510-SSD-25-250GB/3076199,proshop,,Western Digital,8.284,0.0,0.24,125.75
2799,ssd,sata,proshop:2808373,"WD Punainen SA500 2.5"" NAS SATA SSD - 500GB",60.37,60.37,https://proshop.fi/SSD/WD-Punainen-SA500-25-NAS-SATA-SSD-500GB/2808373,proshop,,Western Digital,8.282,0.0,0.49,123.204
2783,ssd,usb,proshop:2874016,WD My Passport SSD - Red - 1TB,123.69,123.69,https://proshop.fi/SSD/WD-My-Passport-SSD-Red-1TB/2874016,proshop,,Western Digital,8.279,0.0,1.0,123.69
