,media_type,connection_type,id,name,original_price,current_price,url,source,vendor_sku,manufacturer,gb_per_eur,discount,size_tb,eur_per_tb
2903,hdd,sata,dustinhome:5011203420,Seagate Exos X18,391.84,391.84,https://www.dustinhome.fi/product/5011203420,dustinhome,ST18000NM000J,Seagate,47.04,0.0,18.0,21.769
2946,hdd,sata,dustinhome:5011100382,WD Ultrastar DC HC530 512E SE,306.9,306.9,https://www.dustinhome.fi/product/5011100382,dustinhome,0F31284,Western Digital,46.712,0.0,14.0,21.921
1042,hdd,sata,proshop:2685537,"HGST Ultrastar DC HC530 WUH721414ALE6L4 Kovalevy - 14 TB - 3.5"" - 7200 rpm - SATA-600 - 512 MB cache",307.19,307.19,https://proshop.fi/Kovalevy/HGST-Ultrastar-DC-HC530-WUH721414ALE6L4-Kovalevy-14-TB-35-7200-rpm-SATA-600-512-MB-cache/2685537,proshop,,HGST,46.668,0.0,14.0,21.942
42,hdd,sata,verk:843037,"Seagate SkyHawk 4 Tt SATAIII 256 Mt 3,5"" -kovalevy",87.99,87.99,https://verk.com/843037,verkkokauppa,ST4000VX013,Seagate,46.551,0.0,4.0,21.998
1332,hdd,sata,proshop:2624648,"Seagate BarraCuda 3.5"" ST6000DM003 Kovalevy - 6 TB - 3.5"" - 5400 rpm - SATA-600 - 256 MB cache",132.9,132.9,https://proshop.fi/Kovalevy/Seagate-BarraCuda-35-ST6000DM003-Kovalevy-6-TB-35-5400-rpm-SATA-600-256-MB-cache/2624648,proshop,ST6000DM003,Seagate,46.23,0.0,6.0,22.15
371,hdd,sata,jimms:151448,"Seagate 6TB BarraCuda, 3.5"" sisäinen kiintolevy, SATA III, 5400 rpm, 256MB, Bulk",132.9,132.9,https://www.jimms.fi/fi/Product/Show/151448/st6000dm003/seagate-6tb-barracuda-3-5-sisainen-kiintolevy-sata-iii-5400-rpm-256mb-bulk,jimms,ST6000DM003,Seagate,46.23,0.0,6.0,22.15
1423,hdd,sata,proshop:2995212,Seagate Exos X18 Kovalevy - 12 TB - 7200 rpm - SATA-600 - cache,265.9,265.9,https://proshop.fi/Kovalevy/Seagate-Exos-X18-Kovalevy-12-TB-7200-rpm-SATA-600-cache/2995212,proshop,,Seagate,46.213,0.0,12.0,22.158
1797,hdd,sas,proshop:3093195,"WD Ultrastar DC HC560 Kovalevy - 20 TB - 3.5"" - 7200 rpm - SAS3 - cache",443.92,443.92,https://proshop.fi/Kovalevy/WD-Ultrastar-DC-HC560-Kovalevy-20-TB-35-7200-rpm-SAS3-cache/3093195,proshop,,Western Digital,46.134,0.0,20.0,22.196
2889,hdd,sas,dustinhome:5011307835,WD Ultrastar DC HC560,443.92,443.92,https://www.dustinhome.fi/product/5011307835,dustinhome,0F38652,Western Digital,46.134,0.0,20.0,22.196
1764,hdd,sata,proshop:3020777,"WD Purppura Kovalevy - 4 TB - 3.5"" - SATA-600 - cache",88.86,88.86,https://proshop.fi/Kovalevy/WD-Purppura-Kovalevy-4-TB-35-SATA-600-cache/3020777,proshop,,Western Digital,46.095,0.0,4.0,22.215
2888,hdd,sas,dustinhome:5011268668,Seagate Exos X20 SED,445.78,445.78,https://www.dustinhome.fi/product/5011268668,dustinhome,ST20000NM003D,Seagate,45.942,0.0,20.0,22.289
383,hdd,sata,jimms:137091,"Seagate 4TB BarraCuda, sisäinen 3.5"" kiintolevy, SATA III, 5400rpm, 256MB",89.9,89.9,https://www.jimms.fi/fi/Product/Show/137091/st4000dm004/seagate-4tb-barracuda-sisainen-3-5-kiintolevy-sata-iii-5400rpm-256mb,jimms,ST4000DM004,Seagate,45.562,0.0,4.0,22.475
2940,hdd,sata,dustinhome:5011162585,Seagate Exos X16,314.96,314.96,https://www.dustinhome.fi/product/5011162585,dustinhome,ST14000NM001G,Seagate,45.517,0.0,14.0,22.497
1379,hdd,sata,proshop:3018466,Seagate Exos 7E10 Kovalevy - 8 TB - SATA-600 - cache,180.12,180.12,https://proshop.fi/Kovalevy/Seagate-Exos-7E10-Kovalevy-8-TB-SATA-600-cache/3018466,proshop,,Seagate,45.481,0.0,8.0,22.515
1409,hdd,sata,proshop:2832544,Seagate Exos X16 Kovalevy - 12 TB - 7200 rpm - SATA-600 - 256 MB cache,272.4,272.4,https://proshop.fi/Kovalevy/Seagate-Exos-X16-Kovalevy-12-TB-7200-rpm-SATA-600-256-MB-cache/2832544,proshop,,Seagate,45.11,0.0,12.0,22.7
1412,hdd,sata,proshop:2787666,Seagate Exos X16 Kovalevy - 14 TB - 7200 rpm - SATA-600 - 256 MB cache,317.84,317.84,https://proshop.fi/Kovalevy/Seagate-Exos-X16-Kovalevy-14-TB-7200-rpm-SATA-600-256-MB-cache/2787666,proshop,,Seagate,45.104,0.0,14.0,22.703
316,hdd,sata,jimms:179730,"Western Digital 4TB WD Purple, sisäinen 3.5"" kiintolevy, SATA III, 256MB",90.9,90.9,https://www.jimms.fi/fi/Product/Show/179730/wd42purz/western-digital-4tb-wd-purple-sisainen-3-5-kiintolevy-sata-iii-256mb,jimms,WD42PURZ,Western Digital,45.061,0.0,4.0,22.725
298,hdd,sata,jimms:191792,"Western Digital 22TB Ultrastar HC570, 3.5"" sisäinen kiintolevy, SATA III, 7200rpm, 512MB",501.0,501.0,https://www.jimms.fi/fi/Product/Show/191792/0f48155/western-digital-22tb-ultrastar-hc570-3-5-sisainen-kiintolevy-sata-iii-7200rpm-512mb,jimms,0F48155,Western Digital,44.966,0.0,22.0,22.773
3041,hdd,sata,dustinhome:5011271904,WD Purple,91.14,91.14,https://www.dustinhome.fi/product/5011271904,dustinhome,WD42PURZ,Western Digital,44.942,0.0,4.0,22.785
3042,hdd,sata,dustinhome:5011028798,Seagate BarraCuda,91.14,91.14,https://www.dustinhome.fi/product/5011028798,dustinhome,ST4000DM004,Seagate,44.942,0.0,4.0,22.785
2938,hdd,sata,dustinhome:5011307479,Seagate Exos X18 ST14000NM000J,319.92,319.92,https://www.dustinhome.fi/product/5011307479,dustinhome,ST14000NM000J,Seagate,44.811,0.0,14.0,22.851
1540,hdd,sata,proshop:3058347,Seagate SkyHawk-valvontakovalevy Kovalevy - 3 TB - SATA-600 - cache,68.6,68.6,https://proshop.fi/Kovalevy/Seagate-SkyHawk-valvontakovalevy-Kovalevy-3-TB-SATA-600-cache/3058347,proshop,,Seagate,44.781,0.0,3.0,22.867
3039,hdd,sata,dustinhome:5011203334,Seagate SkyHawk Surveillance,91.76,91.76,https://www.dustinhome.fi/product/5011203334,dustinhome,ST4000VX013,Seagate,44.638,0.0,4.0,22.94
306,hdd,sata,jimms:160303,"Toshiba 4TB P300, 3.5"" sisäinen kiintolevy, SATA III, 5400rpm, 128MB, Bulk",91.9,91.9,https://www.jimms.fi/fi/Product/Show/160303/hdwd240uzsva/toshiba-4tb-p300-3-5-sisainen-kiintolevy-sata-iii-5400rpm-128mb-bulk,jimms,HDWD240UZSVA,Toshiba,44.57,0.0,4.0,22.975
22,hdd,sata,verk:835222,"WD Purple 4 Tt SATA 256 Mt 3,5"" -kovalevy",91.99,91.99,https://verk.com/835222,verkkokauppa,WD42PURZ,Western Digital,44.527,0.0,4.0,22.998
2881,hdd,sas,dustinhome:5011307836,WD Ultrastar DC HC570,507.78,507.78,https://www.dustinhome.fi/product/5011307836,dustinhome,0F48052,Western Digital,44.366,0.0,22.0,23.081
1630,hdd,sata,proshop:2683662,"Toshiba N300 NAS HDWG11AUZSVA Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",230.89,230.89,https://proshop.fi/Kovalevy/Toshiba-N300-NAS-HDWG11AUZSVA-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2683662,proshop,HDWG11AUZSVA,Toshiba,44.35,0.0,10.0,23.089
2909,hdd,sas,dustinhome:5011307834,WD Ultrastar DC HC550 WUH721816AL5204,370.76,370.76,https://www.dustinhome.fi/product/5011307834,dustinhome,0F38357,Western Digital,44.19,0.0,16.0,23.172
1779,hdd,sata,proshop:2855758,"WD Sininen 40EZAZ Kovalevy - 4 TB - 3.5"" - 5400 rpm - SATA-600 - 256 MB cache",92.72,92.72,https://proshop.fi/Kovalevy/WD-Sininen-40EZAZ-Kovalevy-4-TB-35-5400-rpm-SATA-600-256-MB-cache/2855758,proshop,,Western Digital,44.176,0.0,4.0,23.18
1790,hdd,sas,proshop:2869485,"WD Ultrastar DC HC550 Kovalevy - 16 TB - 3.5"" - 7200 rpm - SAS3 - cache",371.06,371.06,https://proshop.fi/Kovalevy/WD-Ultrastar-DC-HC550-Kovalevy-16-TB-35-7200-rpm-SAS3-cache/2869485,proshop,,Western Digital,44.155,0.0,16.0,23.191
2908,hdd,sas,dustinhome:5011307481,Seagate Exos X18 ST16000NM004J,371.38,371.38,https://www.dustinhome.fi/product/5011307481,dustinhome,ST16000NM004J,Seagate,44.117,0.0,16.0,23.211
1651,hdd,sata,proshop:2991415,"Toshiba S300 Surveillance Kovalevy - 4 TB - 3.5"" - 5400 rpm - SATA-600 - cache",92.91,92.91,https://proshop.fi/Kovalevy/Toshiba-S300-Surveillance-Kovalevy-4-TB-35-5400-rpm-SATA-600-cache/2991415,proshop,,Toshiba,44.086,0.0,4.0,23.228
1522,hdd,sata,proshop:2914497,"Seagate SkyHawk AI Kovalevy - 12 TB - 3.5"" - SATA-600 - cache",278.77,278.77,https://proshop.fi/Kovalevy/Seagate-SkyHawk-AI-Kovalevy-12-TB-35-SATA-600-cache/2914497,proshop,,Seagate,44.079,0.0,12.0,23.231
1476,hdd,sata,proshop:2684542,"Seagate IronWolf ST12000VN0008 Kovalevy - 12 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",278.9,278.9,https://proshop.fi/Kovalevy/Seagate-IronWolf-ST12000VN0008-Kovalevy-12-TB-35-7200-rpm-SATA-600-256-MB-cache/2684542,proshop,ST12000VN0008,Seagate,44.059,0.0,12.0,23.242
1636,hdd,sata,proshop:2980505,"Toshiba N300 NAS HDWG480UZSVA Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",186.26,186.26,https://proshop.fi/Kovalevy/Toshiba-N300-NAS-HDWG480UZSVA-Kovalevy-8-TB-35-7200-rpm-SATA-600-256-MB-cache/2980505,proshop,HDWG480UZSVA,Toshiba,43.982,0.0,8.0,23.282
2892,hdd,sata,dustinhome:5011283025,WD Purple Pro,419.74,419.74,https://www.dustinhome.fi/product/5011283025,dustinhome,WD181PURP,Western Digital,43.913,0.0,18.0,23.319
1768,hdd,sata,proshop:2961540,"WD Purppura Pro Surveillance Hard Drive Kovalevy - 18 TB - 3.5"" - 7200 rpm - SATA-600 - cache",419.88,419.88,https://proshop.fi/Kovalevy/WD-Purppura-Pro-Surveillance-Hard-Drive-Kovalevy-18-TB-35-7200-rpm-SATA-600-cache/2961540,proshop,,Western Digital,43.898,0.0,18.0,23.327
1428,hdd,sata,proshop:2989737,Seagate Exos X18 Kovalevy - 14 TB - 7200 rpm - SATA-600 - cache,328.8,328.8,https://proshop.fi/Kovalevy/Seagate-Exos-X18-Kovalevy-14-TB-7200-rpm-SATA-600-cache/2989737,proshop,,Seagate,43.601,0.0,14.0,23.486
289,hdd,sata,jimms:158513,"Seagate 8TB Exos 7E8, 3.5"" sisäinen kiintolevy, SATA III, 7200 rpm, 256MB",187.9,187.9,https://www.jimms.fi/fi/Product/Show/158513/st8000nm000a/seagate-8tb-exos-7e8-3-5-sisainen-kiintolevy-sata-iii-7200-rpm-256mb,jimms,ST8000NM000A,Seagate,43.598,0.0,8.0,23.488
1580,hdd,sata,proshop:2654215,"Toshiba Enterprise Kapasiteetti MG06ACAxxxx Sarja Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",234.89,234.89,https://proshop.fi/Kovalevy/Toshiba-Enterprise-Kapasiteetti-MG06ACAxxxx-Sarja-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2654215,proshop,MG06ACAxxxx,Toshiba,43.595,0.0,10.0,23.489
1400,hdd,sata,proshop:2778361,"Seagate Exos 7E8 Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",188.33,188.33,https://proshop.fi/Kovalevy/Seagate-Exos-7E8-Kovalevy-8-TB-35-7200-rpm-SATA-600-256-MB-cache/2778361,proshop,,Seagate,43.498,0.0,8.0,23.541
2934,hdd,sata,dustinhome:5011311749,Seagate Exos X18 ST14000NM001J,329.84,329.84,https://www.dustinhome.fi/product/5011311749,dustinhome,ST14000NM001J,Seagate,43.463,0.0,14.0,23.56
1410,hdd,sas,proshop:2787665,Seagate Exos X16 Kovalevy - 14 TB - 7200 rpm - SAS3 - 256 MB cache,330.01,330.01,https://proshop.fi/Kovalevy/Seagate-Exos-X16-Kovalevy-14-TB-7200-rpm-SAS3-256-MB-cache/2787665,proshop,,Seagate,43.441,0.0,14.0,23.572
1605,hdd,sata,proshop:3012411,"Toshiba MG Sarja Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - cache",189.23,189.23,https://proshop.fi/Kovalevy/Toshiba-MG-Sarja-Kovalevy-8-TB-35-7200-rpm-SATA-600-cache/3012411,proshop,,Toshiba,43.291,0.0,8.0,23.654
3001,hdd,sata,dustinhome:5011253580,Toshiba N300 NAS,189.72,189.72,https://www.dustinhome.fi/product/5011253580,dustinhome,HDWG480UZSVA,Toshiba,43.179,0.0,8.0,23.715
1583,hdd,sas,proshop:2680719,"Toshiba Enterprise Kapasiteetti MG06SCA Sarja Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",287.0,237.58,https://proshop.fi/Kovalevy/Toshiba-Enterprise-Kapasiteetti-MG06SCA-Sarja-Kovalevy-10-TB-35-7200-rpm-SAS3-256-MB-cache/2680719,proshop,,Toshiba,43.101,49.42,10.0,23.758
2978,hdd,sata,dustinhome:5011083049,Toshiba N300 NAS,238.08,238.08,https://www.dustinhome.fi/product/5011083049,dustinhome,HDWG11AUZSVA,Toshiba,43.011,0.0,10.0,23.808
1659,hdd,sata,proshop:2688684,"Toshiba S300-valvonta Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",190.54,190.54,https://proshop.fi/Kovalevy/Toshiba-S300-valvonta-Kovalevy-8-TB-35-7200-rpm-SATA-600-256-MB-cache/2688684,proshop,,Toshiba,42.994,0.0,8.0,23.818
1512,hdd,sata,proshop:3040426,Seagate Rautasusi Kovalevy - 4 TB - 5400 rpm - SATA-600 - cache,95.53,95.53,https://proshop.fi/Kovalevy/Seagate-Rautasusi-Kovalevy-4-TB-5400-rpm-SATA-600-cache/3040426,proshop,,Seagate,42.877,0.0,4.0,23.882
291,hdd,sata,jimms:176803,"Western Digital 12TB WD Red Plus NAS HDD, sisäinen 3.5"" kiintolevy, SATA III, 7200rpm, 256MB",287.9,287.9,https://www.jimms.fi/fi/Product/Show/176803/wd120efbx/western-digital-12tb-wd-red-plus-nas-hdd-sisainen-3-5-kiintolevy-sata-iii-7200rpm-256mb,jimms,WD120EFBX,Western Digital,42.681,0.0,12.0,23.992
2977,hdd,sata,dustinhome:5011123659,Toshiba Enterprise Capacity 512E,239.94,239.94,https://www.dustinhome.fi/product/5011123659,dustinhome,MG06ACA10TE,Toshiba,42.677,0.0,10.0,23.994
2,hdd,sata,verk:797644,"Seagate IRONWOLF 4 Tt SATAIII 256 Mt 3,5"" -kovalevy",95.99,95.99,https://verk.com/797644,verkkokauppa,ST4000VN006,Seagate,42.671,0.0,4.0,23.998
1537,hdd,sata,proshop:2652345,"Seagate skyhawk surveillance 24x7 hdd st6000vx001 1 TB Kovalevy - 6 TB - 3.5"" - SATA-600 - 128 MB cache",144.37,144.37,https://proshop.fi/Kovalevy/Seagate-skyhawk-surveillance-24x7-hdd-st6000vx001-1-TB-Kovalevy-6-TB-35-SATA-600-128-MB-cache/2652345,proshop,,Seagate,42.557,0.0,6.0,24.062
1529,hdd,sata,proshop:2814724,"Seagate SkyHawk Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - cache",192.9,192.9,https://proshop.fi/Kovalevy/Seagate-SkyHawk-Kovalevy-8-TB-35-7200-rpm-SATA-600-cache/2814724,proshop,,Seagate,42.468,0.0,8.0,24.112
318,hdd,sata,jimms:158509,"Seagate 8TB IronWolf, 3.5"" sisäinen NAS-kiintolevy, SATA III, 7200 rpm, 256MB",192.9,192.9,https://www.jimms.fi/fi/Product/Show/158509/st8000vn004/seagate-8tb-ironwolf-3-5-sisainen-nas-kiintolevy-sata-iii-7200-rpm-256mb,jimms,ST8000VN004,Seagate,42.468,0.0,8.0,24.112
41,hdd,sata,verk:843052,"Seagate SkyHawk 8 Tt SATAIII 256 Mt 3,5"" -kovalevy",192.99,192.99,https://verk.com/843052,verkkokauppa,ST8000VX004,Seagate,42.448,0.0,8.0,24.124
1672,hdd,sata,proshop:2878776,"Toshiba X300 suorituskyky Kovalevy - 16 TB - 3.5"" - 7200 rpm - SATA-600 - cache",386.0,386.0,https://proshop.fi/Kovalevy/Toshiba-X300-suorituskyky-Kovalevy-16-TB-35-7200-rpm-SATA-600-cache/2878776,proshop,,Toshiba,42.446,0.0,16.0,24.125
349,hdd,sata,jimms:158240,"Seagate 6TB SkyHawk Surveillance, 3.5"" sisäinen kiintolevy, SATA III, 256MB",144.9,144.9,https://www.jimms.fi/fi/Product/Show/158240/st6000vx001/seagate-6tb-skyhawk-surveillance-3-5-sisainen-kiintolevy-sata-iii-256mb,jimms,ST6000VX001,Seagate,42.402,0.0,6.0,24.15
1453,hdd,sata,proshop:2876628,"Seagate IronWolf Pro Kovalevy - 18 TB - 3.5"" - 7200 rpm - SATA-600 - cache",435.05,435.05,https://proshop.fi/Kovalevy/Seagate-IronWolf-Pro-Kovalevy-18-TB-35-7200-rpm-SATA-600-cache/2876628,proshop,,Seagate,42.368,0.0,18.0,24.169
3037,hdd,sata,dustinhome:5011306497,Seagate IronWolf,93.0,96.72,https://www.dustinhome.fi/product/5011306497,dustinhome,ST4000VN006,Seagate,42.349,-3.72,4.0,24.18
1426,hdd,sas,proshop:2995216,Seagate Exos X18 Kovalevy - 14 TB - 7200 rpm - SAS3 - cache,338.73,338.73,https://proshop.fi/Kovalevy/Seagate-Exos-X18-Kovalevy-14-TB-7200-rpm-SAS3-cache/2995216,proshop,,Seagate,42.323,0.0,14.0,24.195
3019,hdd,sata,dustinhome:5011153254,Seagate SkyHawk Surveillance,145.7,145.7,https://www.dustinhome.fi/product/5011153254,dustinhome,ST6000VX001,Seagate,42.169,0.0,6.0,24.283
23,hdd,sata,verk:842602,"WD Purple 6 Tt SATA 256 Mt 3,5"" -kovalevy",145.99,145.99,https://verk.com/842602,verkkokauppa,WD63PURZ,Western Digital,42.085,0.0,6.0,24.332
1090,hdd,sata,proshop:2604556,"HGST Ultrastar He12 SATA 512e SE HUH721212ALE604 Kovalevy - 12 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",292.52,292.52,https://proshop.fi/Kovalevy/HGST-Ultrastar-He12-SATA-512e-SE-HUH721212ALE604-Kovalevy-12-TB-35-7200-rpm-SATA-600-256-MB-cache/2604556,proshop,HUH721212ALE604,HGST,42.007,0.0,12.0,24.377
2958,hdd,sata,dustinhome:5011041685,WD Ultrastar DC HC520 512E SE,292.64,292.64,https://www.dustinhome.fi/product/5011041685,dustinhome,0F30146,Western Digital,41.99,0.0,12.0,24.387
1411,hdd,sas,proshop:2780324,Seagate Exos X16 Kovalevy - 14 TB - 7200 rpm - SAS3 - 256 MB cache,343.7,343.7,https://proshop.fi/Kovalevy/Seagate-Exos-X16-Kovalevy-14-TB-7200-rpm-SAS3-256-MB-cache/2780324,proshop,,Seagate,41.711,0.0,14.0,24.55
342,hdd,sata,jimms:184953,"Seagate 16TB IronWolf Pro, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 256 MB",392.9,392.9,https://www.jimms.fi/fi/Product/Show/184953/st16000nt001/seagate-16tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,jimms,ST16000NT001,Seagate,41.7,0.0,16.0,24.556
1462,hdd,sata,proshop:3120686,"Seagate IronWolf Pro ST16000NT001 - kiintolevy - 16 TB - SATA 6 Gb/s Kovalevy - 16 TB - 3.5"" - 7200 rpm - SATA-600 - cache",393.07,393.07,https://proshop.fi/Kovalevy/Seagate-IronWolf-Pro-ST16000NT001-kiintolevy-16-TB-SATA-6-Gbs-Kovalevy-16-TB-35-7200-rpm-SATA-600-cache/3120686,proshop,ST16000NT001,Seagate,41.682,0.0,16.0,24.567
1746,hdd,sata,proshop:2890622,"WD Punainen Pro NAS Hard Drive Kovalevy - 16 TB - 3.5"" - 7200 rpm - SATA-600 - cache",393.29,393.29,https://proshop.fi/Kovalevy/WD-Punainen-Pro-NAS-Hard-Drive-Kovalevy-16-TB-35-7200-rpm-SATA-600-cache/2890622,proshop,,Western Digital,41.659,0.0,16.0,24.581
2902,hdd,sata,dustinhome:5011307454,Seagate IronWolf PRO Enterprise,393.7,393.7,https://www.dustinhome.fi/product/5011307454,dustinhome,ST16000NT001,Seagate,41.615,0.0,16.0,24.606
348,hdd,sata,jimms:158506,"Seagate 8TB SkyHawk Surveillance, 3.5"" sisäinen kiintolevy, SATA III, 7200 rpm, 256MB",196.9,196.9,https://www.jimms.fi/fi/Product/Show/158506/st8000vx004/seagate-8tb-skyhawk-surveillance-3-5-sisainen-kiintolevy-sata-iii-7200-rpm-256mb,jimms,ST8000VX004,Seagate,41.605,0.0,8.0,24.612
1425,hdd,sas,proshop:2995219,Seagate Exos X18 Kovalevy - 14 TB - 7200 rpm - SAS3 - cache,344.8,344.8,https://proshop.fi/Kovalevy/Seagate-Exos-X18-Kovalevy-14-TB-7200-rpm-SAS3-cache/2995219,proshop,,Seagate,41.578,0.0,14.0,24.629
1584,hdd,sas,proshop:2680724,"Toshiba Enterprise Kapasiteetti MG06SCA Sarja Kovalevy - 10 TB - 3.5"" - 7200 rpm - SAS3 - 256 MB cache",246.46,246.46,https://proshop.fi/Kovalevy/Toshiba-Enterprise-Kapasiteetti-MG06SCA-Sarja-Kovalevy-10-TB-35-7200-rpm-SAS3-256-MB-cache/2680724,proshop,,Toshiba,41.548,0.0,10.0,24.646
2926,hdd,sas,dustinhome:5011257512,Seagate Exos X16 ST14000NM004G,346.58,346.58,https://www.dustinhome.fi/product/5011257512,dustinhome,ST14000NM004G,Seagate,41.364,0.0,14.0,24.756
305,hdd,sata,jimms:184944,"Seagate 18TB IronWolf Pro, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 256 MB",599.0,445.9,https://www.jimms.fi/fi/Product/Show/184944/st18000ne000/seagate-18tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,jimms,ST18000NE000,Seagate,41.337,153.1,18.0,24.772
54,hdd,sata,verk:835486,"WD Purple Pro 18 Tt SATA 512 Mt 3,5"" -kovalevy",445.99,445.99,https://verk.com/835486,verkkokauppa,WD181PURP,Western Digital,41.328,0.0,18.0,24.777
1666,hdd,sata,proshop:2684956,"Toshiba X300 suorituskyky Kovalevy - 10 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",247.83,247.83,https://proshop.fi/Kovalevy/Toshiba-X300-suorituskyky-Kovalevy-10-TB-35-7200-rpm-SATA-600-256-MB-cache/2684956,proshop,,Toshiba,41.319,0.0,10.0,24.783
1724,hdd,sata,proshop:2827608,"WD Punainen NAS 40EFAX (SMR) Kovalevy - 4 TB - 3.5"" - 5400 rpm - SATA-600 - 256 MB cache",99.27,99.27,https://proshop.fi/Kovalevy/WD-Punainen-NAS-40EFAX-SMR-Kovalevy-4-TB-35-5400-rpm-SATA-600-256-MB-cache/2827608,proshop,,Western Digital,41.261,0.0,4.0,24.818
274,hdd,sata,jimms:179714,"Western Digital 18TB WD Purple Pro, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 512MB",446.9,446.9,https://www.jimms.fi/fi/Product/Show/179714/wd181purp/western-digital-18tb-wd-purple-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-512mb,jimms,WD181PURP,Western Digital,41.244,0.0,18.0,24.828
1487,hdd,sata,proshop:2778345,"Seagate IronWolf ST8000VN004 Kovalevy - 8 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",198.67,198.67,https://proshop.fi/Kovalevy/Seagate-IronWolf-ST8000VN004-Kovalevy-8-TB-35-7200-rpm-SATA-600-256-MB-cache/2778345,proshop,ST8000VN004,Seagate,41.234,0.0,8.0,24.834
1668,hdd,sata,proshop:2719368,"Toshiba X300 suorituskyky Kovalevy - 12 TB - 3.5"" - 7200 rpm - SATA-600 - 256 MB cache",298.76,298.76,https://proshop.fi/Kovalevy/Toshiba-X300-suorituskyky-Kovalevy-12-TB-35-7200-rpm-SATA-600-256-MB-cache/2719368,proshop,,Toshiba,41.13,0.0,12.0,24.897
102,hdd,sata,verk:843070,"Seagate SkyHawk AI 12 Tt SATAIII 256 Mt 3,5"" -kovalevy",298.99,298.99,https://verk.com/843070,verkkokauppa,ST12000VE001,Seagate,41.098,0.0,12.0,24.916
359,hdd,sata,jimms:170270,"Western Digital 16TB WD Red Pro, sisäinen 3.5"" kiintolevy, SATA III, 7200 rpm, 512MB",398.9,398.9,https://www.jimms.fi/fi/Product/Show/170270/wd161kfgx/western-digital-16tb-wd-red-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-512mb,jimms,WD161KFGX,Western Digital,41.073,0.0,16.0,24.931
1621,hdd,sas,proshop:3015392,"Toshiba MG09 Sarja Kovalevy - 18 TB - 3.5"" - 7200 rpm - SAS3 - cache",448.79,448.79,https://proshop.fi/Kovalevy/Toshiba-MG09-Sarja-Kovalevy-18-TB-35-7200-rpm-SAS3-cache/3015392,proshop,,Toshiba,41.07,0.0,18.0,24.933
3033,hdd,sata,dustinhome:5011222657,WD Blue,99.82,99.82,https://www.dustinhome.fi/product/5011222657,dustinhome,WD40EZAZ,Western Digital,41.034,0.0,4.0,24.955
320,hdd,sata,jimms:187633,"Seagate 4TB IronWolf, 3.5"" sisäinen kiintolevy, SATA III, 5400rpm, 256MB",99.9,99.9,https://www.jimms.fi/fi/Product/Show/187633/st4000vn006/seagate-4tb-ironwolf-3-5-sisainen-kiintolevy-sata-iii-5400rpm-256mb,jimms,ST4000VN006,Seagate,41.001,0.0,4.0,24.975
382,hdd,sata,jimms:176801,"Western Digital 4TB WD Blue, sisäinen 3.5"" kiintolevy, SATA III, 5400rpm, 256MB",119.9,99.9,https://www.jimms.fi/fi/Product/Show/176801/wd40ezaz/western-digital-4tb-wd-blue-sisainen-3-5-kiintolevy-sata-iii-5400rpm-256mb,jimms,WD40EZAZ,Western Digital,41.001,20.0,4.0,24.975
364,hdd,sata,jimms:179731,"Western Digital 6TB WD Purple, sisäinen 3.5"" kiintolevy, SATA III, 256MB",149.9,149.9,https://www.jimms.fi/fi/Product/Show/179731/wd63purz/western-digital-6tb-wd-purple-sisainen-3-5-kiintolevy-sata-iii-256mb,jimms,WD63PURZ,Western Digital,40.987,0.0,6.0,24.983
2952,hdd,sata,dustinhome:5011295388,Seagate Exos X18 ST12000NM000J,300.08,300.08,https://www.dustinhome.fi/product/5011295388,dustinhome,ST12000NM000J,Seagate,40.949,0.0,12.0,25.007
3016,hdd,sata,dustinhome:5011276298,WD Purple WD63PURZ,150.04,150.04,https://www.dustinhome.fi/product/5011276298,dustinhome,WD63PURZ,Western Digital,40.949,0.0,6.0,25.007
